state,district,pincode,bio_age_5_17,bio_age_17_
Andhra Pradesh,Chittoor,517193,494,249
Andhra Pradesh,Chittoor,517194,1175,636
Andhra Pradesh,Chittoor,517213,1278,630
Andhra Pradesh,Chittoor,517214,3517,1654
Andhra Pradesh,Chittoor,517234,1931,888
Andhra Pradesh,Chittoor,517235,616,271
Andhra Pradesh,Chittoor,517236,940,392
Andhra Pradesh,Chittoor,517237,492,231
Andhra Pradesh,Chittoor,517247,6749,4022
Andhra Pradesh,Chittoor,517257,3596,1565
Andhra Pradesh,Chittoor,517277,532,232
Andhra Pradesh,Chittoor,517280,1052,536
Andhra Pradesh,Chittoor,517291,490,258
Andhra Pradesh,Chittoor,517297,2340,969
Andhra Pradesh,Chittoor,517299,942,477
Andhra Pradesh,Chittoor,517305,462,260
Andhra Pradesh,Chittoor,517319,750,246
Andhra Pradesh,Chittoor,517325,8612,3448
Andhra Pradesh,Chittoor,517326,1,1
Andhra Pradesh,Chittoor,517330,10,4
Andhra Pradesh,Chittoor,517350,971,612
Andhra Pradesh,Chittoor,517351,637,368
Andhra Pradesh,Chittoor,517352,260,122
Andhra Pradesh,Chittoor,517370,2301,1104
Andhra Pradesh,Chittoor,517390,1027,437
Andhra Pradesh,Chittoor,517391,1190,570
Andhra Pradesh,Chittoor,517401,2596,1261
Andhra Pradesh,Chittoor,517403,508,208
Andhra Pradesh,Chittoor,517408,5936,2709
Andhra Pradesh,Chittoor,517414,1005,561
Andhra Pradesh,Chittoor,517415,2452,943
Andhra Pradesh,Chittoor,517416,2085,933
Andhra Pradesh,Chittoor,517417,1862,699
Andhra Pradesh,Chittoor,517418,756,520
Andhra Pradesh,Chittoor,517419,1275,726
Andhra Pradesh,Chittoor,517421,1407,638
Andhra Pradesh,Chittoor,517422,1894,1008
Andhra Pradesh,Chittoor,517423,3012,1563
Andhra Pradesh,Chittoor,517424,5129,2184
Andhra Pradesh,Chittoor,517425,11129,4480
Andhra Pradesh,Chittoor,517426,207,48
Andhra Pradesh,Chittoor,517429,1265,534
Andhra Pradesh,Chittoor,517432,3104,1256
Andhra Pradesh,Chittoor,517501,9586,5405
Andhra Pradesh,Chittoor,517502,993,569
Andhra Pradesh,Chittoor,517503,1178,724
Andhra Pradesh,Chittoor,517504,204,145
Andhra Pradesh,Chittoor,517505,1392,762
Andhra Pradesh,Chittoor,517506,103,54
Andhra Pradesh,Chittoor,517507,2654,1468
Andhra Pradesh,Chittoor,517520,2662,1142
Andhra Pradesh,Chittoor,517526,731,358
Andhra Pradesh,Chittoor,517536,768,526
Andhra Pradesh,Chittoor,517541,1320,607
Andhra Pradesh,Chittoor,517551,920,506
Andhra Pradesh,Chittoor,517561,1268,700
Andhra Pradesh,Chittoor,517569,1620,803
Andhra Pradesh,Chittoor,517571,496,314
Andhra Pradesh,Chittoor,517581,1205,725
Andhra Pradesh,Chittoor,517582,2041,1003
Andhra Pradesh,Chittoor,517583,1728,1185
Andhra Pradesh,Chittoor,517584,370,247
Andhra Pradesh,Chittoor,517586,924,405
Andhra Pradesh,Chittoor,517587,1057,442
Andhra Pradesh,Chittoor,517588,1154,735
Andhra Pradesh,Chittoor,517589,1399,599
Andhra Pradesh,Chittoor,517590,2429,1225
Andhra Pradesh,Chittoor,517591,1043,448
Andhra Pradesh,Chittoor,517592,1434,719
Andhra Pradesh,Chittoor,517599,651,320
Andhra Pradesh,Chittoor,517619,1125,634
Andhra Pradesh,Chittoor,517620,914,613
Andhra Pradesh,Chittoor,517640,1975,1171
Andhra Pradesh,Chittoor,517641,902,447
Andhra Pradesh,Chittoor,517642,844,440
Andhra Pradesh,Chittoor,517643,1650,788
Andhra Pradesh,Chittoor,517644,1844,917
Andhra Pradesh,Chittoor,517645,39,7
Andhra Pradesh,Chittoor,631302,16,4
Andhra Pradesh,Chittoor,635121,0,2
Andhra Pradesh,Cuddapah,516001,5267,2941
Andhra Pradesh,Cuddapah,516002,3561,1709
Andhra Pradesh,Cuddapah,516003,4455,1877
Andhra Pradesh,Cuddapah,516004,1372,611
Andhra Pradesh,Cuddapah,516005,1,0
Andhra Pradesh,Cuddapah,516101,3261,2096
Andhra Pradesh,Cuddapah,516104,937,527
Andhra Pradesh,Cuddapah,516105,1290,680
Andhra Pradesh,Cuddapah,516107,1668,922
Andhra Pradesh,Cuddapah,516108,1402,745
Andhra Pradesh,Cuddapah,516110,733,444
Andhra Pradesh,Cuddapah,516115,1616,770
Andhra Pradesh,Cuddapah,516126,1617,929
Andhra Pradesh,Cuddapah,516127,636,406
Andhra Pradesh,Cuddapah,516128,1121,708
Andhra Pradesh,Cuddapah,516129,920,489
Andhra Pradesh,Cuddapah,516130,1365,666
Andhra Pradesh,Cuddapah,516150,1193,870
Andhra Pradesh,Cuddapah,516151,551,413
Andhra Pradesh,Cuddapah,516152,359,199
Andhra Pradesh,Cuddapah,516162,1519,675
Andhra Pradesh,Cuddapah,516163,309,184
Andhra Pradesh,Cuddapah,516172,3509,1726
Andhra Pradesh,Cuddapah,516173,1147,562
Andhra Pradesh,Cuddapah,516175,1798,1036
Andhra Pradesh,Cuddapah,516193,2518,1382
Andhra Pradesh,Cuddapah,516203,1748,1033
Andhra Pradesh,Cuddapah,516213,928,456
Andhra Pradesh,Cuddapah,516214,1334,625
Andhra Pradesh,Cuddapah,516215,1425,542
Andhra Pradesh,Cuddapah,516216,1329,479
Andhra Pradesh,Cuddapah,516217,1864,858
Andhra Pradesh,Cuddapah,516218,1099,347
Andhra Pradesh,Cuddapah,516227,3345,1734
Andhra Pradesh,Cuddapah,516228,1241,562
Andhra Pradesh,Cuddapah,516233,873,588
Andhra Pradesh,Cuddapah,516237,466,182
Andhra Pradesh,Cuddapah,516247,944,398
Andhra Pradesh,Cuddapah,516257,1628,945
Andhra Pradesh,Cuddapah,516259,1293,493
Andhra Pradesh,Cuddapah,516267,1973,1138
Andhra Pradesh,Cuddapah,516268,1024,658
Andhra Pradesh,Cuddapah,516269,5730,2256
Andhra Pradesh,Cuddapah,516270,493,233
Andhra Pradesh,Cuddapah,516289,2007,732
Andhra Pradesh,Cuddapah,516293,885,410
Andhra Pradesh,Cuddapah,516309,1668,693
Andhra Pradesh,Cuddapah,516310,603,254
Andhra Pradesh,Cuddapah,516311,6,7
Andhra Pradesh,Cuddapah,516312,52,25
Andhra Pradesh,Cuddapah,516321,593,260
Andhra Pradesh,Cuddapah,516329,1900,726
Andhra Pradesh,Cuddapah,516330,2,0
Andhra Pradesh,Cuddapah,516339,545,280
Andhra Pradesh,Cuddapah,516349,880,393
Andhra Pradesh,Cuddapah,516350,656,276
Andhra Pradesh,Cuddapah,516355,804,360
Andhra Pradesh,Cuddapah,516356,108,53
Andhra Pradesh,Cuddapah,516359,1228,638
Andhra Pradesh,Cuddapah,516360,7721,3167
Andhra Pradesh,Cuddapah,516362,1751,675
Andhra Pradesh,Cuddapah,516380,1228,521
Andhra Pradesh,Cuddapah,516390,3573,1492
Andhra Pradesh,Cuddapah,516396,739,383
Andhra Pradesh,Cuddapah,516401,345,155
Andhra Pradesh,Cuddapah,516411,601,316
Andhra Pradesh,Cuddapah,516421,771,313
Andhra Pradesh,Cuddapah,516431,427,199
Andhra Pradesh,Cuddapah,516432,413,176
Andhra Pradesh,Cuddapah,516433,571,246
Andhra Pradesh,Cuddapah,516434,3224,1263
Andhra Pradesh,Cuddapah,516439,463,157
Andhra Pradesh,Cuddapah,516444,712,355
Andhra Pradesh,Cuddapah,516454,552,246
Andhra Pradesh,Cuddapah,516464,335,164
Andhra Pradesh,Cuddapah,516474,879,375
Andhra Pradesh,Cuddapah,516484,485,194
Andhra Pradesh,Cuddapah,516501,1178,572
Andhra Pradesh,Cuddapah,516502,940,519
Andhra Pradesh,Cuddapah,516503,1360,538
Andhra Pradesh,Cuddapah,516504,1309,1036
Andhra Pradesh,Cuddapah,516505,751,406
Andhra Pradesh,Dr B R Ambedkar Konaseema,533126,18,6
Andhra Pradesh,Dr B R Ambedkar Konaseema,533201,164,153
Andhra Pradesh,Dr B R Ambedkar Konaseema,533210,51,38
Andhra Pradesh,Dr B R Ambedkar Konaseema,533211,105,45
Andhra Pradesh,Dr B R Ambedkar Konaseema,533212,237,148
Andhra Pradesh,Dr B R Ambedkar Konaseema,533213,37,14
Andhra Pradesh,Dr B R Ambedkar Konaseema,533214,67,41
Andhra Pradesh,Dr B R Ambedkar Konaseema,533215,5,0
Andhra Pradesh,Dr B R Ambedkar Konaseema,533216,121,114
Andhra Pradesh,Dr B R Ambedkar Konaseema,533217,33,12
Andhra Pradesh,Dr B R Ambedkar Konaseema,533218,26,11
Andhra Pradesh,Dr B R Ambedkar Konaseema,533220,90,34
Andhra Pradesh,Dr B R Ambedkar Konaseema,533221,39,33
Andhra Pradesh,Dr B R Ambedkar Konaseema,533222,117,79
Andhra Pradesh,Dr B R Ambedkar Konaseema,533223,106,78
Andhra Pradesh,Dr B R Ambedkar Konaseema,533228,12,15
Andhra Pradesh,Dr B R Ambedkar Konaseema,533229,34,13
Andhra Pradesh,Dr B R Ambedkar Konaseema,533232,133,71
Andhra Pradesh,Dr B R Ambedkar Konaseema,533233,95,56
Andhra Pradesh,Dr B R Ambedkar Konaseema,533234,59,16
Andhra Pradesh,Dr B R Ambedkar Konaseema,533235,60,39
Andhra Pradesh,Dr B R Ambedkar Konaseema,533236,51,43
Andhra Pradesh,Dr B R Ambedkar Konaseema,533237,16,13
Andhra Pradesh,Dr B R Ambedkar Konaseema,533238,179,124
Andhra Pradesh,Dr B R Ambedkar Konaseema,533239,17,8
Andhra Pradesh,Dr B R Ambedkar Konaseema,533240,22,7
Andhra Pradesh,Dr B R Ambedkar Konaseema,533241,15,8
Andhra Pradesh,Dr B R Ambedkar Konaseema,533242,18,11
Andhra Pradesh,Dr B R Ambedkar Konaseema,533244,59,28
Andhra Pradesh,Dr B R Ambedkar Konaseema,533247,94,35
Andhra Pradesh,Dr B R Ambedkar Konaseema,533248,32,22
Andhra Pradesh,Dr B R Ambedkar Konaseema,533249,95,44
Andhra Pradesh,Dr B R Ambedkar Konaseema,533250,63,37
Andhra Pradesh,Dr B R Ambedkar Konaseema,533251,232,212
Andhra Pradesh,Dr B R Ambedkar Konaseema,533252,238,225
Andhra Pradesh,Dr B R Ambedkar Konaseema,533253,75,39
Andhra Pradesh,Dr B R Ambedkar Konaseema,533254,40,29
Andhra Pradesh,Dr B R Ambedkar Konaseema,533255,268,234
Andhra Pradesh,Dr B R Ambedkar Konaseema,533256,15,11
Andhra Pradesh,Dr B R Ambedkar Konaseema,533260,5,5
Andhra Pradesh,Dr B R Ambedkar Konaseema,533261,232,152
Andhra Pradesh,Dr B R Ambedkar Konaseema,533262,312,172
Andhra Pradesh,Dr B R Ambedkar Konaseema,533263,31,19
Andhra Pradesh,Dr B R Ambedkar Konaseema,533274,16,8
Andhra Pradesh,Dr B R Ambedkar Konaseema,533305,62,56
Andhra Pradesh,Dr B R Ambedkar Konaseema,533306,15,21
Andhra Pradesh,Dr B R Ambedkar Konaseema,533307,52,46
Andhra Pradesh,Dr B R Ambedkar Konaseema,533308,184,167
Andhra Pradesh,Dr B R Ambedkar Konaseema,533309,21,6
Andhra Pradesh,Dr B R Ambedkar Konaseema,533340,34,26
Andhra Pradesh,Dr B R Ambedkar Konaseema,533341,64,38
Andhra Pradesh,Dr B R Ambedkar Konaseema,533345,18,4
Andhra Pradesh,Dr B R Ambedkar Konaseema,533346,50,32
Andhra Pradesh,Dr B R Ambedkar Konaseema,533464,72,36
Andhra Pradesh,Dr B R Ambedkar Konaseema,533577,46,20
Andhra Pradesh,East Godavari,507111,774,393
Andhra Pradesh,East Godavari,507113,91,88
Andhra Pradesh,East Godavari,507117,0,1
Andhra Pradesh,East Godavari,507121,768,503
Andhra Pradesh,East Godavari,507126,333,427
Andhra Pradesh,East Godavari,507129,2269,2222
Andhra Pradesh,East Godavari,507134,1090,400
Andhra Pradesh,East Godavari,507135,1358,924
Andhra Pradesh,East Godavari,507137,0,1
Andhra Pradesh,East Godavari,531110,34,39
Andhra Pradesh,East Godavari,533001,3661,1885
Andhra Pradesh,East Godavari,533002,2941,1253
Andhra Pradesh,East Godavari,533003,2076,1122
Andhra Pradesh,East Godavari,533004,806,512
Andhra Pradesh,East Godavari,533005,4723,2050
Andhra Pradesh,East Godavari,533006,2075,1070
Andhra Pradesh,East Godavari,533016,2197,938
Andhra Pradesh,East Godavari,533101,8774,4362
Andhra Pradesh,East Godavari,533102,1731,636
Andhra Pradesh,East Godavari,533103,1155,468
Andhra Pradesh,East Godavari,533104,485,104
Andhra Pradesh,East Godavari,533105,1600,531
Andhra Pradesh,East Godavari,533106,524,259
Andhra Pradesh,East Godavari,533107,2346,1004
Andhra Pradesh,East Godavari,533124,1288,554
Andhra Pradesh,East Godavari,533125,2367,1002
Andhra Pradesh,East Godavari,533126,3573,1238
Andhra Pradesh,East Godavari,533201,2578,1157
Andhra Pradesh,East Godavari,533210,1101,418
Andhra Pradesh,East Godavari,533211,1754,814
Andhra Pradesh,East Godavari,533212,3134,1181
Andhra Pradesh,East Godavari,533213,1486,545
Andhra Pradesh,East Godavari,533214,1509,627
Andhra Pradesh,East Godavari,533215,275,105
Andhra Pradesh,East Godavari,533216,2566,1027
Andhra Pradesh,East Godavari,533217,1321,525
Andhra Pradesh,East Godavari,533218,734,367
Andhra Pradesh,East Godavari,533220,1766,895
Andhra Pradesh,East Godavari,533221,1203,549
Andhra Pradesh,East Godavari,533222,2816,1201
Andhra Pradesh,East Godavari,533223,1699,652
Andhra Pradesh,East Godavari,533228,1028,391
Andhra Pradesh,East Godavari,533229,1504,610
Andhra Pradesh,East Godavari,533232,832,420
Andhra Pradesh,East Godavari,533233,873,445
Andhra Pradesh,East Godavari,533234,1472,522
Andhra Pradesh,East Godavari,533235,1354,479
Andhra Pradesh,East Godavari,533236,1221,518
Andhra Pradesh,East Godavari,533237,774,294
Andhra Pradesh,East Godavari,533238,1863,764
Andhra Pradesh,East Godavari,533239,656,275
Andhra Pradesh,East Godavari,533240,1068,421
Andhra Pradesh,East Godavari,533241,509,135
Andhra Pradesh,East Godavari,533242,684,323
Andhra Pradesh,East Godavari,533244,1664,836
Andhra Pradesh,East Godavari,533247,1734,692
Andhra Pradesh,East Godavari,533248,1296,447
Andhra Pradesh,East Godavari,533249,1452,586
Andhra Pradesh,East Godavari,533250,1041,460
Andhra Pradesh,East Godavari,533251,988,565
Andhra Pradesh,East Godavari,533252,1369,524
Andhra Pradesh,East Godavari,533253,848,367
Andhra Pradesh,East Godavari,533254,744,368
Andhra Pradesh,East Godavari,533255,2356,974
Andhra Pradesh,East Godavari,533260,480,351
Andhra Pradesh,East Godavari,533261,1160,476
Andhra Pradesh,East Godavari,533262,2154,863
Andhra Pradesh,East Godavari,533263,1154,418
Andhra Pradesh,East Godavari,533264,530,303
Andhra Pradesh,East Godavari,533274,1259,518
Andhra Pradesh,East Godavari,533284,453,373
Andhra Pradesh,East Godavari,533285,1399,762
Andhra Pradesh,East Godavari,533286,1699,858
Andhra Pradesh,East Godavari,533287,1743,786
Andhra Pradesh,East Godavari,533288,1824,1999
Andhra Pradesh,East Godavari,533289,2126,901
Andhra Pradesh,East Godavari,533290,584,192
Andhra Pradesh,East Godavari,533291,1176,348
Andhra Pradesh,East Godavari,533292,812,293
Andhra Pradesh,East Godavari,533293,1049,431
Andhra Pradesh,East Godavari,533294,2069,723
Andhra Pradesh,East Godavari,533295,1102,1315
Andhra Pradesh,East Godavari,533296,1171,472
Andhra Pradesh,East Godavari,533297,698,344
Andhra Pradesh,East Godavari,533305,924,319
Andhra Pradesh,East Godavari,533306,433,192
Andhra Pradesh,East Godavari,533307,926,410
Andhra Pradesh,East Godavari,533308,2543,1284
Andhra Pradesh,East Godavari,533309,996,346
Andhra Pradesh,East Godavari,533339,486,554
Andhra Pradesh,East Godavari,533340,698,245
Andhra Pradesh,East Godavari,533341,1643,707
Andhra Pradesh,East Godavari,533342,2039,1222
Andhra Pradesh,East Godavari,533343,1903,762
Andhra Pradesh,East Godavari,533344,1136,468
Andhra Pradesh,East Godavari,533345,656,330
Andhra Pradesh,East Godavari,533346,695,324
Andhra Pradesh,East Godavari,533347,14,13
Andhra Pradesh,East Godavari,533348,10,2
Andhra Pradesh,East Godavari,533401,5032,1914
Andhra Pradesh,East Godavari,533406,2326,1025
Andhra Pradesh,East Godavari,533407,1847,841
Andhra Pradesh,East Godavari,533408,1248,499
Andhra Pradesh,East Godavari,533428,1709,1933
Andhra Pradesh,East Godavari,533429,2705,1108
Andhra Pradesh,East Godavari,533430,2504,836
Andhra Pradesh,East Godavari,533431,2199,1068
Andhra Pradesh,East Godavari,533432,1120,449
Andhra Pradesh,East Godavari,533433,1188,460
Andhra Pradesh,East Godavari,533434,1634,764
Andhra Pradesh,East Godavari,533435,4219,1705
Andhra Pradesh,East Godavari,533436,1658,1463
Andhra Pradesh,East Godavari,533437,5484,2161
Andhra Pradesh,East Godavari,533440,1997,1026
Andhra Pradesh,East Godavari,533444,484,189
Andhra Pradesh,East Godavari,533445,2300,951
Andhra Pradesh,East Godavari,533446,2533,1154
Andhra Pradesh,East Godavari,533447,713,290
Andhra Pradesh,East Godavari,533448,1617,503
Andhra Pradesh,East Godavari,533449,2615,1304
Andhra Pradesh,East Godavari,533450,4808,1973
Andhra Pradesh,East Godavari,533461,1217,454
Andhra Pradesh,East Godavari,533462,1001,689
Andhra Pradesh,East Godavari,533463,1530,634
Andhra Pradesh,East Godavari,533464,2273,1059
Andhra Pradesh,East Godavari,533468,2247,1154
Andhra Pradesh,East Godavari,533483,1494,1622
Andhra Pradesh,East Godavari,533577,837,386
Andhra Pradesh,East Godavari,534111,29,30
Andhra Pradesh,East Godavari,534112,232,160
Andhra Pradesh,East Godavari,534156,7,3
Andhra Pradesh,East Godavari,534176,17,28
Andhra Pradesh,East Godavari,534216,130,103
Andhra Pradesh,East Godavari,534218,8,10
Andhra Pradesh,East Godavari,534227,20,23
Andhra Pradesh,East Godavari,534301,258,264
Andhra Pradesh,East Godavari,534302,39,33
Andhra Pradesh,East Godavari,534305,102,85
Andhra Pradesh,East Godavari,534312,4,12
Andhra Pradesh,East Godavari,534313,242,181
Andhra Pradesh,East Godavari,534315,93,123
Andhra Pradesh,East Godavari,534316,255,190
Andhra Pradesh,East Godavari,534318,66,107
Andhra Pradesh,East Godavari,534324,17,2
Andhra Pradesh,East Godavari,534328,29,23
Andhra Pradesh,East Godavari,534329,104,89
Andhra Pradesh,East Godavari,534330,106,74
Andhra Pradesh,East Godavari,534331,14,6
Andhra Pradesh,East Godavari,534340,64,47
Andhra Pradesh,East Godavari,534341,75,44
Andhra Pradesh,East Godavari,534342,151,154
Andhra Pradesh,East Godavari,534350,248,172
Andhra Pradesh,Eluru,507114,208,441
Andhra Pradesh,Eluru,507121,11,21
Andhra Pradesh,Eluru,507135,2,11
Andhra Pradesh,Eluru,507301,0,1
Andhra Pradesh,Eluru,521105,35,50
Andhra Pradesh,Eluru,521109,1,1
Andhra Pradesh,Eluru,521111,18,18
Andhra Pradesh,Eluru,521201,266,264
Andhra Pradesh,Eluru,521207,44,34
Andhra Pradesh,Eluru,521211,107,84
Andhra Pradesh,Eluru,521212,15,23
Andhra Pradesh,Eluru,521213,62,48
Andhra Pradesh,Eluru,521214,42,34
Andhra Pradesh,Eluru,521325,13,12
Andhra Pradesh,Eluru,521326,4,1
Andhra Pradesh,Eluru,521329,10,8
Andhra Pradesh,Eluru,521333,107,70
Andhra Pradesh,Eluru,521340,18,10
Andhra Pradesh,Eluru,521343,7,7
Andhra Pradesh,Eluru,521344,148,128
Andhra Pradesh,Eluru,521345,16,8
Andhra Pradesh,Eluru,534001,216,163
Andhra Pradesh,Eluru,534002,149,119
Andhra Pradesh,Eluru,534003,26,14
Andhra Pradesh,Eluru,534004,44,28
Andhra Pradesh,Eluru,534005,89,58
Andhra Pradesh,Eluru,534006,8,7
Andhra Pradesh,Eluru,534007,73,68
Andhra Pradesh,Eluru,534112,1,3
Andhra Pradesh,Eluru,534134,1,3
Andhra Pradesh,Eluru,534165,4,6
Andhra Pradesh,Eluru,534186,1,2
Andhra Pradesh,Eluru,534195,11,9
Andhra Pradesh,Eluru,534196,2,2
Andhra Pradesh,Eluru,534197,4,5
Andhra Pradesh,Eluru,534198,32,13
Andhra Pradesh,Eluru,534311,125,156
Andhra Pradesh,Eluru,534312,219,238
Andhra Pradesh,Eluru,534315,49,20
Andhra Pradesh,Eluru,534318,22,63
Andhra Pradesh,Eluru,534341,1,1
Andhra Pradesh,Eluru,534401,48,29
Andhra Pradesh,Eluru,534406,64,66
Andhra Pradesh,Eluru,534411,62,66
Andhra Pradesh,Eluru,534416,34,20
Andhra Pradesh,Eluru,534425,105,109
Andhra Pradesh,Eluru,534426,76,54
Andhra Pradesh,Eluru,534427,42,39
Andhra Pradesh,Eluru,534432,5,9
Andhra Pradesh,Eluru,534435,2,2
Andhra Pradesh,Eluru,534437,9,9
Andhra Pradesh,Eluru,534442,17,25
Andhra Pradesh,Eluru,534447,376,272
Andhra Pradesh,Eluru,534448,137,166
Andhra Pradesh,Eluru,534449,75,48
Andhra Pradesh,Eluru,534450,9,15
Andhra Pradesh,Eluru,534451,99,89
Andhra Pradesh,Eluru,534452,175,166
Andhra Pradesh,Eluru,534455,9,7
Andhra Pradesh,Eluru,534456,250,187
Andhra Pradesh,Eluru,534460,177,119
Andhra Pradesh,Eluru,534461,33,20
Andhra Pradesh,Eluru,534462,91,63
Andhra Pradesh,Eluru,534467,142,78
Andhra Pradesh,Eluru,534475,40,32
Andhra Pradesh,Guntur,522001,5741,3740
Andhra Pradesh,Guntur,522002,3675,2388
Andhra Pradesh,Guntur,522003,4606,2730
Andhra Pradesh,Guntur,522004,3863,2676
Andhra Pradesh,Guntur,522005,2553,1759
Andhra Pradesh,Guntur,522006,2579,1767
Andhra Pradesh,Guntur,522007,1105,846
Andhra Pradesh,Guntur,522009,17,9
Andhra Pradesh,Guntur,522015,519,329
Andhra Pradesh,Guntur,522016,1033,524
Andhra Pradesh,Guntur,522017,1880,1112
Andhra Pradesh,Guntur,522018,1342,810
Andhra Pradesh,Guntur,522019,1884,1312
Andhra Pradesh,Guntur,522020,1453,728
Andhra Pradesh,Guntur,522034,1615,1109
Andhra Pradesh,Guntur,522101,3517,1797
Andhra Pradesh,Guntur,522102,4,0
Andhra Pradesh,Guntur,522111,1898,929
Andhra Pradesh,Guntur,522112,770,512
Andhra Pradesh,Guntur,522113,471,319
Andhra Pradesh,Guntur,522124,3295,1668
Andhra Pradesh,Guntur,522201,5035,2095
Andhra Pradesh,Guntur,522202,1316,830
Andhra Pradesh,Guntur,522211,762,370
Andhra Pradesh,Guntur,522212,2624,2027
Andhra Pradesh,Guntur,522213,1724,998
Andhra Pradesh,Guntur,522233,1454,578
Andhra Pradesh,Guntur,522234,939,375
Andhra Pradesh,Guntur,522235,1139,727
Andhra Pradesh,Guntur,522236,1187,669
Andhra Pradesh,Guntur,522237,1053,584
Andhra Pradesh,Guntur,522256,933,489
Andhra Pradesh,Guntur,522257,663,256
Andhra Pradesh,Guntur,522258,188,90
Andhra Pradesh,Guntur,522259,920,398
Andhra Pradesh,Guntur,522261,1193,499
Andhra Pradesh,Guntur,522262,1189,675
Andhra Pradesh,Guntur,522264,606,427
Andhra Pradesh,Guntur,522265,2387,1349
Andhra Pradesh,Guntur,522268,766,552
Andhra Pradesh,Guntur,522301,763,311
Andhra Pradesh,Guntur,522302,616,331
Andhra Pradesh,Guntur,522303,551,390
Andhra Pradesh,Guntur,522304,904,474
Andhra Pradesh,Guntur,522305,339,333
Andhra Pradesh,Guntur,522306,523,235
Andhra Pradesh,Guntur,522307,629,302
Andhra Pradesh,Guntur,522308,434,217
Andhra Pradesh,Guntur,522309,1333,539
Andhra Pradesh,Guntur,522310,323,190
Andhra Pradesh,Guntur,522311,532,236
Andhra Pradesh,Guntur,522312,129,73
Andhra Pradesh,Guntur,522313,624,307
Andhra Pradesh,Guntur,522314,1289,564
Andhra Pradesh,Guntur,522315,2200,534
Andhra Pradesh,Guntur,522316,616,347
Andhra Pradesh,Guntur,522317,400,147
Andhra Pradesh,Guntur,522318,633,263
Andhra Pradesh,Guntur,522324,1133,517
Andhra Pradesh,Guntur,522325,473,203
Andhra Pradesh,Guntur,522329,763,460
Andhra Pradesh,Guntur,522330,1442,647
Andhra Pradesh,Guntur,522341,427,253
Andhra Pradesh,Guntur,522401,779,387
Andhra Pradesh,Guntur,522402,1883,946
Andhra Pradesh,Guntur,522403,4688,2600
Andhra Pradesh,Guntur,522408,993,439
Andhra Pradesh,Guntur,522409,2011,1157
Andhra Pradesh,Guntur,522410,3319,1848
Andhra Pradesh,Guntur,522411,2008,966
Andhra Pradesh,Guntur,522412,1387,729
Andhra Pradesh,Guntur,522413,4646,2459
Andhra Pradesh,Guntur,522414,3464,2531
Andhra Pradesh,Guntur,522415,3317,2118
Andhra Pradesh,Guntur,522421,2381,1052
Andhra Pradesh,Guntur,522426,4696,2920
Andhra Pradesh,Guntur,522435,359,466
Andhra Pradesh,Guntur,522436,1283,606
Andhra Pradesh,Guntur,522437,1217,594
